id,round,number,points,primary_era,visual_required,uncertainty,priority,reason
adv-65-23,65,23,2,,,,2,시각자료 미확인;원본 미대조
adv-65-24,65,24,2,,,,2,시각자료 미확인;원본 미대조
adv-65-25,65,25,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-26,65,26,3,,,,2,시각자료 미확인;원본 미대조
adv-65-27,65,27,2,,,,2,시각자료 미확인;원본 미대조
adv-65-28,65,28,1,,,,2,시각자료 미확인;원본 미대조
adv-65-29,65,29,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-30,65,30,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-31,65,31,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-32,65,32,2,opening,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-33,65,33,2,,,,2,시각자료 미확인;원본 미대조
adv-65-34,65,34,1,,,,2,시각자료 미확인;원본 미대조
adv-65-35,65,35,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-36,65,36,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-37,65,37,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-38,65,38,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-39,65,39,2,goryeo,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-40,65,40,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-41,65,41,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-42,65,42,2,,,,2,시각자료 미확인;원본 미대조
adv-65-43,65,43,2,,,,2,시각자료 미확인;원본 미대조
adv-65-44,65,44,2,,,,2,시각자료 미확인;원본 미대조
adv-65-45,65,45,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-65-46,65,46,1,,,,2,시각자료 미확인;원본 미대조
adv-65-47,65,47,3,,,,2,시각자료 미확인;원본 미대조
adv-65-48,65,48,2,,,,2,시각자료 미확인;원본 미대조
adv-65-49,65,49,1,,,,2,시각자료 미확인;원본 미대조
adv-65-50,65,50,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
